Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra Óptica,4G,3G,Telefonía Fija,Wireless,Satelital
Santa Fe,San Cristóbal,Huanqueros,0,0,0,0,1,0,0,1,0
Santa Fe,San Cristóbal,La Cabral,0,0,0,0,0,0,1,1,1
Santa Fe,San Cristóbal,La Rubia,0,1,0,0,0,0,1,1,0
Santa Fe,San Cristóbal,Las Palmeras,0,0,0,0,1,0,1,1,0
Santa Fe,San Cristóbal,Moisés Ville,1,1,0,1,1,1,1,1,0
Santa Fe,San Cristóbal,Monigotes,0,0,0,1,1,1,1,1,0
Santa Fe,San Cristóbal,Ñanducita,0,0,0,0,0,0,0,1,0
Santa Fe,San Cristóbal,Palacios,1,0,0,1,1,1,0,1,0
Santa Fe,San Cristóbal,San Cristóbal,1,1,0,1,1,1,1,1,1
Santa Fe,San Cristóbal,San Guillermo,1,1,0,1,1,1,1,1,0
Buenos Aires,25 de Mayo,25 de Mayo,1,1,0,1,1,1,1,1,1
Buenos Aires,25 de Mayo,Agustín Mosconi,0,0,0,0,0,0,1,0,0
Buenos Aires,25 de Mayo,del Valle,1,0,0,0,1,1,0,0,1
Buenos Aires,25 de Mayo,Ernestina,1,0,0,0,0,0,1,0,0
Buenos Aires,25 de Mayo,Gobernador Ugarte,0,0,0,0,0,0,0,1,0
Buenos Aires,25 de Mayo,Lucas Monteverde,0,0,0,0,0,0,0,1,0
Buenos Aires,25 de Mayo,Norberto de La Riestra,0,1,0,1,1,1,1,1,0
Buenos Aires,25 de Mayo,Pedernales,1,0,0,1,1,0,1,1,0
Buenos Aires,25 de Mayo,San Enrique,0,0,0,0,0,0,1,0,0
Buenos Aires,25 de Mayo,Valdés,0,0,0,0,1,0,1,0,0
Buenos Aires,9 de Julio,12 de Octubre,0,0,0,0,0,0,1,1,0
Buenos Aires,9 de Julio,9 de Julio,1,1,1,1,1,1,1,1,1
Buenos Aires,General San Martín,Villa Bernardo Monteagudo,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Chacabuco,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Coronel Jose M. Zapiola,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Antonio J. de Sucre,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Eugenio Necochea,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Jose Tomas Guido,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa General Juan G. Las Heras,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Godoy Cruz,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Granaderos de San Martín,0,1,0,1,1,1,0,1,0
Buenos Aires,General San Martín,Villa Gregoria Matorras,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa José León Suarez,1,1,0,1,1,1,1,1,0
Tucumán,Leales,Villa de Leales,0,0,0,0,1,0,1,1,0
Tucumán,Leales,Villa Fiad - Ingenio Leales,0,0,0,0,1,1,1,1,0
Tucumán,Lules,Barrio Araujo,0,0,0,0,1,1,0,0,0
Tucumán,Lules,Barrio San Felipe,0,0,0,0,1,1,0,0,0
Tucumán,Lules,El Manantial,0,0,0,1,1,1,1,0,0
Tucumán,Lules,Ingenio San Pablo,1,0,0,1,1,1,1,1,0
Tucumán,Lules,La Reducción,1,0,0,0,1,1,1,0,0
Tucumán,Lules,Lules,1,1,0,1,1,1,1,1,0
Tucumán,Monteros,Acheral,1,0,0,1,1,1,1,1,0
Tucumán,Monteros,Capitán Cáceres,0,0,0,0,0,0,0,1,0
Tucumán,Monteros,Monteros,1,0,0,1,1,1,1,1,0
Tucumán,Monteros,Pueblo Independencia,1,0,0,0,1,1,1,0,0
Tucumán,Monteros,Río Seco,1,0,0,1,1,1,1,1,0
Tucumán,Monteros,Santa Lucía,1,0,0,0,1,0,1,1,0
Buenos Aires,Pilar,Los Cachorros,0,1,0,0,1,1,0,0,0
Buenos Aires,Pilar,Manzanares,0,1,0,1,1,1,0,1,0
Buenos Aires,Pilar,Manzone,0,0,0,0,1,1,0,0,0
Buenos Aires,Pilar,Maquinista F. Savio (oeste),0,0,0,0,1,1,0,1,0
Buenos Aires,Pilar,Pilar,1,1,1,1,1,1,1,1,1
Buenos Aires,Pilar,Presidente Derqui,1,1,0,1,1,1,1,1,0
Buenos Aires,Pilar,Roberto de Vicenzo,0,0,0,0,1,1,0,0,0
Buenos Aires,Pilar,Santa Teresa,0,0,0,0,1,1,0,0,1
Buenos Aires,Pilar,Tortuguitas,0,0,0,1,1,1,0,1,1
